GKDD-1718-MONOMER	GKDD-1718		flagellar basal-body rod protein FlgB	
GKDD-2197-MONOMER	GKDD-2197		ATP-dependent RNA helicase HrpA	
GKDD-3038-MONOMER	GKDD-3038		hypothetical protein	
GKDD-3435-MONOMER	GKDD-3435		AraC family transcriptional regulator	
GKDD-1998-MONOMER	GKDD-1998		hypothetical protein	
GKDD-2978-MONOMER	GKDD-2978		haloacid dehalogenase	
GKDD-1192-MONOMER	GKDD-1192		LacI family regulatory protein	
GKDD-493-MONOMER	GKDD-493		hypothetical protein	
GKDD-2499-MONOMER	GKDD-2499		ferric uptake regulator	
GKDD-3308-MONOMER	GKDD-3308		ATP-dependent RNA helicase DeaD	
GKDD-2871-MONOMER	GKDD-2871		malic enzyme	
GKDD-1224-MONOMER	GKDD-1224		hypothetical protein	
GKDD-2048-MONOMER	GKDD-2048		hypothetical protein	
GKDD-201-MONOMER	GKDD-201		50S ribosomal protein L3	
GKDD-968-MONOMER	GKDD-968		DNA-binding transcriptional activator GcvA	
GKDD-3871-MONOMER	GKDD-3871		formate dehydrogenase accessory protein FdhE	
GKDD-3372-MONOMER	GKDD-3372		chromosome replication initiator DnaA	
GKDD-4001-MONOMER	GKDD-4001		hypothetical protein	
GKDD-3403-MONOMER	GKDD-3403		RNA polymerase factor sigma-54	
GKDD-2263-MONOMER	GKDD-2263		inner membrane transport protein YdhC	
GKDD-1931-MONOMER	GKDD-1931		hypothetical protein	
GKDD-3697-MONOMER	GKDD-3697		dTDP-D-glucose-4,6-dehydratase	
GKDD-3421-MONOMER	GKDD-3421		hypothetical protein	
GKDD-1422-MONOMER	GKDD-1422		transposase	
GKDD-276-MONOMER	GKDD-276		hemin receptor	
GKDD-3710-MONOMER	GKDD-3710		hypothetical protein	
GKDD-266-MONOMER	GKDD-266		secretion system apparatus protein SsaU	
GKDD-2896-MONOMER	GKDD-2896		phosphoribosylaminoimidazole-succinocarboxamide synthase	
GKDD-2688-MONOMER	GKDD-2688		divalent cation transport protein	
GKDD-612-MONOMER	GKDD-612		RNA polymerase sigma factor RpoD	
GKDD-1531-MONOMER	GKDD-1531		hypothetical protein	
GKDD-3538-MONOMER	GKDD-3538		malate synthase	
GKDD-2556-MONOMER	GKDD-2556		hypothetical protein	
GKDD-3929-MONOMER	GKDD-3929		ATP synthase F0F1 subunit gamma	
GKDD-1853-MONOMER	GKDD-1853		cytochrome	
GKDD-2713-MONOMER	GKDD-2713		hypothetical protein	
GKDD-3388-MONOMER	GKDD-3388		transposase for the IS1541 insertion element	
GKDD-2606-MONOMER	GKDD-2606		hypothetical protein	
GKDD-3763-MONOMER	GKDD-3763		transposase for insertion sequence IS1661	
GKDD-4045-MONOMER	GKDD-4045		hypothetical protein	
GKDD-2198-MONOMER	GKDD-2198		azoreductase	
GKDD-2822-MONOMER	GKDD-2822		glutamyl-tRNA synthetase	
GKDD-3105-MONOMER	GKDD-3105		transposase for the IS1541 insertion element	
GKDD-3747-MONOMER	GKDD-3747		DNA-binding transcriptional repressor FabR	
GKDD-3645-MONOMER	GKDD-3645		16S rRNA m(2)G966-methyltransferase	
GKDD-1999-MONOMER	GKDD-1999		hypothetical protein	
GKDD-1600-MONOMER	GKDD-1600		chemotaxis-specific methylesterase	
GKDD-3341-MONOMER	GKDD-3341		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	
GKDD-793-MONOMER	GKDD-793		sulfatase	
GKDD-3592-MONOMER	GKDD-3592		protoporphyrinogen oxidase	
GKDD-502-MONOMER	GKDD-502		transcriptional regulator SgrR	
GKDD-1976-MONOMER	GKDD-1976		hypothetical protein	
GKDD-2398-MONOMER	GKDD-2398		phosphogluconate dehydratase	
GKDD-2327-MONOMER	GKDD-2327		LysR family transcriptional regulator	
GKDD-3903-MONOMER	GKDD-3903		sugar phosphatase	
GKDD-1037-MONOMER	GKDD-1037		prophage protein	
GKDD-3626-MONOMER	GKDD-3626		hypothetical protein	
GKDD-734-MONOMER	GKDD-734		hypothetical protein	
GKDD-4066-MONOMER	GKDD-4066		low calcium response protein D	
GKDD-1540-MONOMER	GKDD-1540		lipoprotein	
GKDD-4011-MONOMER	GKDD-4011		hypothetical protein	
GKDD-1622-MONOMER	GKDD-1622		hypothetical protein	
GKDD-1690-MONOMER	GKDD-1690		4-hydroxyphenylacetate 3-monooxygenase	
GKDD-2736-MONOMER	GKDD-2736		hypothetical protein	
GKDD-2079-MONOMER	GKDD-2079		transport protein TonB	
GKDD-1110-MONOMER	GKDD-1110		choline transport protein BetT	
GKDD-2199-MONOMER	GKDD-2199		transcriptional regulator	
GKDD-3039-MONOMER	GKDD-3039		shikimate kinase II	
GKDD-2779-MONOMER	GKDD-2779		transposase for the IS285 insertion element	
GKDD-185-MONOMER	GKDD-185		hypothetical protein	
GKDD-423-MONOMER	GKDD-423		hypothetical protein	
GKDD-2521-MONOMER	GKDD-2521		hypothetical protein	
GKDD-1161-MONOMER	GKDD-1161		porin	
GKDD-2000-MONOMER	GKDD-2000		hypothetical protein	
GKDD-2979-MONOMER	GKDD-2979		hypothetical protein	
GKDD-427-MONOMER	GKDD-427		hypothetical protein	
GKDD-2872-MONOMER	GKDD-2872		hypothetical protein	
GKDD-3556-MONOMER	GKDD-3556		NADH pyrophosphatase	
GKDD-3780-MONOMER	GKDD-3780		gluconokinase	
GKDD-321-MONOMER	GKDD-321		hypothetical protein	
GKDD-526-MONOMER	GKDD-526		phospho-N-acetylmuramoyl-pentapeptide- transferase	
GKDD-1897-MONOMER	GKDD-1897		hypothetical protein	
GKDD-2264-MONOMER	GKDD-2264		cyclopropane fatty acyl phospholipid synthase	
GKDD-2576-MONOMER	GKDD-2576		hypothetical protein	
GKDD-3840-MONOMER	GKDD-3840		urocanate hydratase	
GKDD-2911-MONOMER	GKDD-2911		peptidyl-prolyl cis-trans isomerase B	
GKDD-18-MONOMER	GKDD-18		molybdopterin-guanine dinucleotide biosynthesis protein MobA	
GKDD-2108-MONOMER	GKDD-2108		phosphatidylglycerophosphatase B	
GKDD-180-MONOMER	GKDD-180		taurine dioxygenase	
GKDD-824-MONOMER	GKDD-824		hypothetical protein	
GKDD-713-MONOMER	GKDD-713		hypothetical protein	
GKDD-2479-MONOMER	GKDD-2479		metalloprotease	
GKDD-1823-MONOMER	GKDD-1823		integrase	
GKDD-522-MONOMER	GKDD-522		cell division protein FtsL	
GKDD-187-MONOMER	GKDD-187		hypothetical protein	
GKDD-1395-MONOMER	GKDD-1395		acyl transferase	
GKDD-369-MONOMER	GKDD-369		23S rRNA (guanosine-2'-O-)-methyltransferase	
GKDD-2200-MONOMER	GKDD-2200		mannitol dehydrogenase	
GKDD-3234-MONOMER	GKDD-3234		spermidine synthase	
GKDD-1338-MONOMER	GKDD-1338		hypothetical protein	
GKDD-3106-MONOMER	GKDD-3106		transposase for insertion sequence IS100	
GKDD-624-MONOMER	GKDD-624		hypothetical protein	
GKDD-1318-MONOMER	GKDD-1318		hypothetical protein	
GKDD-3356-MONOMER	GKDD-3356		hypothetical protein	
GKDD-2540-MONOMER	GKDD-2540		PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC	
GKDD-2001-MONOMER	GKDD-2001		hypothetical protein	
GKDD-570-MONOMER	GKDD-570		tellurium resistance protein	
GKDD-629-MONOMER	GKDD-629		hypothetical protein	
GKDD-291-MONOMER	GKDD-291		tellurium resistance protein	
GKDD-1253-MONOMER	GKDD-1253		ABC transporter integral membrane protein	
GKDD-3966-MONOMER	GKDD-3966		putative ABC transporter ATP-binding protein	
GKDD-3423-MONOMER	GKDD-3423		Rhs accessory genetic element	
GKDD-103-MONOMER	GKDD-103		hypothetical protein	
GKDD-2751-MONOMER	GKDD-2751		attachment invasion locus protein	
GKDD-2656-MONOMER	GKDD-2656		beta-glucosidase	
GKDD-2328-MONOMER	GKDD-2328		transporter protein	
GKDD-764-MONOMER	GKDD-764		general secretion pathway protein J	
GKDD-3802-MONOMER	GKDD-3802		hypothetical protein	
GKDD-3457-MONOMER	GKDD-3457		transposase for the IS1541 insertion element	
GKDD-3954-MONOMER	GKDD-3954		hypothetical protein	
GKDD-1669-MONOMER	GKDD-1669		23S rRNA methyltransferase	
GKDD-3480-MONOMER	GKDD-3480		zinc-binding dehydrogenase	
GKDD-2416-MONOMER	GKDD-2416		NADH dehydrogenase I subunit F	
GKDD-239-MONOMER	GKDD-239		shikimate 5-dehydrogenase	
GKDD-2452-MONOMER	GKDD-2452		hypothetical protein	
GKDD-1555-MONOMER	GKDD-1555		NAD-dependent deacetylase	
GKDD-1076-MONOMER	GKDD-1076		transposase for insertion sequence IS100	
GKDD-4099-MONOMER	GKDD-4099		secreted protein kinase	
GKDD-335-MONOMER	GKDD-335		anaerobic C4-dicarboxylate transporter	
GKDD-1932-MONOMER	GKDD-1932		transcriptional regulator	
GKDD-3448-MONOMER	GKDD-3448		periplasmic binding protein	
GKDD-1514-MONOMER	GKDD-1514		dihydroorotase	
GKDD-3212-MONOMER	GKDD-3212		glutamate-1-semialdehyde aminotransferase	
GKDD-115-MONOMER	GKDD-115		bifunctional aspartate kinase II/homoserine dehydrogenase II	
GKDD-2201-MONOMER	GKDD-2201		hypothetical protein	
GKDD-3040-MONOMER	GKDD-3040		methyltransferase	
GKDD-3505-MONOMER	GKDD-3505		hypothetical protein	
GKDD-224-MONOMER	GKDD-224		30S ribosomal protein S11	
GKDD-556-MONOMER	GKDD-556		hypothetical protein	
GKDD-2980-MONOMER	GKDD-2980		queuosine biosynthesis protein QueC	
GKDD-2002-MONOMER	GKDD-2002		hypothetical protein	
GKDD-353-MONOMER	GKDD-353		oligoribonuclease	
GKDD-2492-MONOMER	GKDD-2492		N-acetylglucosamine-6-phosphate deacetylase	
GKDD-1193-MONOMER	GKDD-1193		6-phospho-beta-glucosidase	
GKDD-2873-MONOMER	GKDD-2873		cytochrome c-type protein NapC	
GKDD-2049-MONOMER	GKDD-2049		selenophosphate synthetase	
GKDD-908-MONOMER	GKDD-908		hypothetical protein	
GKDD-3872-MONOMER	GKDD-3872		formate dehydrogenase-O subunit gamma	
GKDD-4075-MONOMER	GKDD-4075		type III secretion system protein	
GKDD-45-MONOMER	GKDD-45		guanylate kinase	
GKDD-82-MONOMER	GKDD-82		6-phosphofructokinase	
GKDD-2265-MONOMER	GKDD-2265		riboflavin synthase subunit alpha	
GKDD-1783-MONOMER	GKDD-1783		phosphatidylglycerophosphate synthetase	
GKDD-3173-MONOMER	GKDD-3173		dihydroxyacetone kinase	
GKDD-3668-MONOMER	GKDD-3668		hypothetical protein	
GKDD-346-MONOMER	GKDD-346		fumarate reductase subunit C	
GKDD-2765-MONOMER	GKDD-2765		N-acetylmuramic acid-6-phosphate etherase	
GKDD-543-MONOMER	GKDD-543		hypothetical protein	
GKDD-3570-MONOMER	GKDD-3570		50S ribosomal protein L10	
GKDD-1461-MONOMER	GKDD-1461		iron-siderophore transporter ATP-binding protein	
GKDD-449-MONOMER	GKDD-449		molecular chaperone DnaJ	
GKDD-3411-MONOMER	GKDD-3411		transposase for insertion sequence IS100	
GKDD-3702-MONOMER	GKDD-3702		transcription termination factor Rho	
GKDD-888-MONOMER	GKDD-888		hypothetical protein	
GKDD-1423-MONOMER	GKDD-1423		molybdopterin biosynthesis protein MoeB	
GKDD-135-MONOMER	GKDD-135		osmolarity sensor protein	
GKDD-3629-MONOMER	GKDD-3629		hypothetical protein	
GKDD-58-MONOMER	GKDD-58		phosphopantetheine adenylyltransferase	
GKDD-3793-MONOMER	GKDD-3793		hypothetical protein	
GKDD-851-MONOMER	GKDD-851		glycine cleavage system protein H	
GKDD-1297-MONOMER	GKDD-1297		cold shock-like protein	
GKDD-1854-MONOMER	GKDD-1854		tellurite resistance protein TehB	
GKDD-981-MONOMER	GKDD-981		2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase	
GKDD-973-MONOMER	GKDD-973		7-cyano-7-deazaguanine reductase	
GKDD-1119-MONOMER	GKDD-1119		D-alanyl-D-alanine endopeptidase	
GKDD-919-MONOMER	GKDD-919		hypothetical protein	
GKDD-2202-MONOMER	GKDD-2202		lipoprotein	
GKDD-2823-MONOMER	GKDD-2823		transposase for the IS1541 insertion element	
GKDD-3107-MONOMER	GKDD-3107		transposase/IS protein	
GKDD-1730-MONOMER	GKDD-1730		short chain dehydrogenase	
GKDD-670-MONOMER	GKDD-670		flagellar assembly protein	
GKDD-306-MONOMER	GKDD-306		zinc uptake transcriptional repressor	
GKDD-2003-MONOMER	GKDD-2003		hypothetical protein	
GKDD-1369-MONOMER	GKDD-1369		hypothetical protein	
GKDD-1268-MONOMER	GKDD-1268		putrescine ABC transporter membrane protein	
GKDD-996-MONOMER	GKDD-996		UDP-N-acetylglucosamine acyltransferase	
GKDD-1615-MONOMER	GKDD-1615		hypothetical protein	
GKDD-794-MONOMER	GKDD-794		hypothetical protein	
GKDD-1660-MONOMER	GKDD-1660		hypothetical protein	
GKDD-1977-MONOMER	GKDD-1977		lipoprotein	
GKDD-1642-MONOMER	GKDD-1642		sugar ABC transporter (permease)	
GKDD-2329-MONOMER	GKDD-2329		hypothetical protein	
GKDD-2671-MONOMER	GKDD-2671		hypothetical protein	
GKDD-723-MONOMER	GKDD-723		hypothetical protein	
GKDD-2429-MONOMER	GKDD-2429		hypothetical protein	
GKDD-1311-MONOMER	GKDD-1311		MFS family transporter protein	
GKDD-3677-MONOMER	GKDD-3677		frataxin-like protein	
GKDD-1025-MONOMER	GKDD-1025		membrane-bound lytic murein transglycosylase D	
GKDD-3904-MONOMER	GKDD-3904		DNA gyrase subunit B	
GKDD-2786-MONOMER	GKDD-2786		fimbrial protein	
GKDD-1047-MONOMER	GKDD-1047		recombination and repair protein	
GKDD-3162-MONOMER	GKDD-3162		methionine aminopeptidase	
GKDD-3526-MONOMER	GKDD-3526		maltose ABC transporter substrate-binding protein	
GKDD-939-MONOMER	GKDD-939		drug efflux protein	
GKDD-1450-MONOMER	GKDD-1450		methionyl-tRNA synthetase	
GKDD-1805-MONOMER	GKDD-1805		binding-protein-dependent transporter inner membrane component	
GKDD-3261-MONOMER	GKDD-3261		hypothetical protein	
GKDD-1691-MONOMER	GKDD-1691		4-hydroxyphenylacetate 3-monooxygenase coupling protein	
GKDD-3719-MONOMER	GKDD-3719		DNA-binding transcriptional regulator IlvY	
GKDD-395-MONOMER	GKDD-395		substrate-binding protein	
GKDD-4095-MONOMER	GKDD-4095		putative transposase	
GKDD-1239-MONOMER	GKDD-1239		outer membrane usher protein PsaC	
GKDD-1146-MONOMER	GKDD-1146		ATP-dependent DNA helicase DinG	
GKDD-663-MONOMER	GKDD-663		outer membrane usher protein	
GKDD-2080-MONOMER	GKDD-2080		transposase for the IS285 insertion element	
GKDD-2109-MONOMER	GKDD-2109		hypothetical protein	
GKDD-2203-MONOMER	GKDD-2203		hypothetical protein	
GKDD-3041-MONOMER	GKDD-3041		hypothetical protein	
GKDD-3294-MONOMER	GKDD-3294		hypothetical protein	
GKDD-242-MONOMER	GKDD-242		transposase for insertion sequence IS100	
GKDD-865-MONOMER	GKDD-865		hypothetical protein	
GKDD-3196-MONOMER	GKDD-3196		sulfite reductase subunit alpha	
GKDD-1162-MONOMER	GKDD-1162		transposase for the IS1541 insertion element	
GKDD-2004-MONOMER	GKDD-2004		hypothetical protein	
GKDD-2981-MONOMER	GKDD-2981		hypothetical protein	
GKDD-1210-MONOMER	GKDD-1210		ABC transporter integral membrane protein	
GKDD-3600-MONOMER	GKDD-3600		3-octaprenyl-4-hydroxybenzoate carboxy-lyase	
GKDD-169-MONOMER	GKDD-169		hypothetical protein	
GKDD-1483-MONOMER	GKDD-1483		exonuclease I	
GKDD-2874-MONOMER	GKDD-2874		citrate reductase cytochrome c-type subunit	
GKDD-3330-MONOMER	GKDD-3330		sensor protein BasS/PmrB	
GKDD-437-MONOMER	GKDD-437		hypothetical protein	
GKDD-2592-MONOMER	GKDD-2592		hypothetical protein	
GKDD-3249-MONOMER	GKDD-3249		hypothetical protein	
GKDD-2638-MONOMER	GKDD-2638		histidine/lysine/arginine/ornithine transporter subunit	
GKDD-2266-MONOMER	GKDD-2266		multidrug efflux protein	
GKDD-1563-MONOMER	GKDD-1563		tRNA-specific 2-thiouridylase MnmA	
GKDD-3754-MONOMER	GKDD-3754		ABC transporter protein	
GKDD-3841-MONOMER	GKDD-3841		pyridoxal-phosphate dependent protein	
GKDD-68-MONOMER	GKDD-68		phosphoglyceromutase	
GKDD-19-MONOMER	GKDD-19		hypothetical protein	
GKDD-2926-MONOMER	GKDD-2926		hypothetical protein	
GKDD-2480-MONOMER	GKDD-2480		hypothetical protein	
GKDD-825-MONOMER	GKDD-825		regulatory protein	
GKDD-3992-MONOMER	GKDD-3992		hypothetical protein	
GKDD-1868-MONOMER	GKDD-1868		succinylglutamic semialdehyde dehydrogenase	
GKDD-2502-MONOMER	GKDD-2502		hypothetical protein	
GKDD-1752-MONOMER	GKDD-1752		hypothetical protein	
GKDD-2569-MONOMER	GKDD-2569		ATP-dependent RNA helicase SrmB	
GKDD-1008-MONOMER	GKDD-1008		lipoprotein involved with copper homeostasis and adhesion	
GKDD-257-MONOMER	GKDD-257		hypothetical protein	
GKDD-1825-MONOMER	GKDD-1825		pili assembly chaperone	
GKDD-597-MONOMER	GKDD-597		hypothetical protein	
GKDD-2204-MONOMER	GKDD-2204		D-lactate dehydrogenase	
GKDD-3235-MONOMER	GKDD-3235		S-adenosylmethionine decarboxylase	
GKDD-1339-MONOMER	GKDD-1339		hypothetical protein	
GKDD-3108-MONOMER	GKDD-3108		bifunctional chorismate mutase/prephenate dehydrogenase	
GKDD-2612-MONOMER	GKDD-2612		chorismate synthase	
GKDD-2005-MONOMER	GKDD-2005		hypothetical protein	
GKDD-575-MONOMER	GKDD-575		hypothetical protein	
GKDD-2380-MONOMER	GKDD-2380		glutamine ABC transporter permease	
GKDD-1361-MONOMER	GKDD-1361		3-hydroxydecanoyl-ACP dehydratase	
GKDD-71-MONOMER	GKDD-71		preprotein translocase subunit SecB	
GKDD-3967-MONOMER	GKDD-3967		hypothetical protein	
GKDD-1058-MONOMER	GKDD-1058		succinyl-CoA synthetase subunit alpha	
GKDD-4036-MONOMER	GKDD-4036		hypothetical protein	
GKDD-1401-MONOMER	GKDD-1401		hypothetical protein	
GKDD-1283-MONOMER	GKDD-1283		arginine transporter ATP-binding protein	
GKDD-2330-MONOMER	GKDD-2330		oxidoreductase	
GKDD-2391-MONOMER	GKDD-2391		naphthoate synthase	
GKDD-765-MONOMER	GKDD-765		general secretion pathway protein I	
GKDD-1101-MONOMER	GKDD-1101		molybdenum cofactor biosynthesis protein A	
GKDD-3283-MONOMER	GKDD-3283		PhnM protein	
GKDD-4029-MONOMER	GKDD-4029		hypothetical protein	
GKDD-727-MONOMER	GKDD-727		hypothetical protein	
GKDD-999-MONOMER	GKDD-999		DNA polymerase III subunit alpha	
GKDD-3728-MONOMER	GKDD-3728		acetolactate synthase 2 catalytic subunit	
GKDD-2680-MONOMER	GKDD-2680		spermidine acetyltransferase	
